"","x","route","location","url","avg_stars","route_type","rating","pitches","length","area_latitude","area_longitude","desc","protection","num_votes"
"475",23813,"Fit for Life","The Outrage Wall > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International","https://www.mountainproject.com/route/107413540/fit-for-life",3.5,"Sport","5.12c",1,70,25.94802,-100.47771,"Fit for Life climbs the obvious tufas on the right hand side of the Bronco Bowl~ starting about 140 feet up the middle of the Outrage Wall.  Despite at least one chipped hold~ this route features great movement in a spectacular position and is worth doing.      The route starts very mellow with fun moves on big jugs for a few bolts.  A long move off an undercling to a jug marks the start of the route's difficulties.  From here move up and right~ overcoming a cool boulder problem on tufas and crimps that leads to a thread.  A few easy moves and you're in the business~ using a variety of pockets~ edges~ and the tufa on the left to work to the chains.    At least one of the holds on this route is chipped~ a thread pocket on a the tufa.  Some of the pockets leading to this felt enhanced but maybe I'm just being suspicious.  The grade on this route seems to vary between 12b and 12c.  I put it at 12c as it felt more than one letter grade harder than Guppie or Celestial Omnibus (both tufa-based 12as).","Around 10 bolts",11
"476",15681,"Sentinel Prime","Roman Wall > Horseshoe Canyon Ranch > Arkansas","https://www.mountainproject.com/route/108369703/sentinel-prime",1.7,"Sport","5.9",1,40,36.00546,-93.2851,"Take the right angling seam to the top and finish at common anchors with Optimus Prime.","4 bolts to anchor",18
"477",48449,"King of Coney Island","Valley Massif > Vedauwoo > Wyoming","https://www.mountainproject.com/route/108250001/king-of-coney-island",2.7,"Trad, Sport","5.10a",1,60,41.17325,-105.37667,"This is a great finish for Nail and sets up to lead Tool or Die without having to climb Zipper.    Climb some well-protected moves above the P2 anchor on Nail to the 1st bolt. The crux is probably before or at the first bolt.  Positive moves lead past 2 or 3 more bolts to the anchors above Zipper and Tool or Die.","1 set of cams from 0.5-2.",14
"478",78325,"Cruel Sister","(3) Catwalk Cliff > West Side > (z) Lower Gorge > Smith Rock > Central Oregon > Oregon","https://www.mountainproject.com/route/105791785/cruel-sister",3.7,"Trad","5.10a",1,80,44.36733,-121.13065,"This is one of the Mega-classics of the gorge and Smith.  It is one of the finest handcracks you'll ever do.  The crack starts as tight hands and gradually widens to fists at the top.  Easily the most popular climb in the gorge be prepared to wait for this climb on nice days.  Still~ the wait is worth it!!!","Gear to 3.5 inches~ couple of long slings for the anchor if TRing.   Chains at top",203
"479",7027,"Flumetastic Voyage","The Cove > Bowman Valley > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California","https://www.mountainproject.com/route/111085483/flumetastic-voyage",2.6,"Sport","5.8 PG13",1,130,39.4398,-120.6585,"Insecure start with a poor landing. You may actually end up in the water if you botch the first clip (stick-clip useful). This climb was bolted ground up and has some 30' runouts between bolts albeit on easyish terrain. Not a beginner lead. Need a 70m rope.","6 bolts painted white to a 2 bolt anchor with closed shuts (gated).",14
"480",98773,"Sparky and the Firedog","The Overlook > Oak Creek Canyon Overlook > Flagstaff Area > Northern Arizona > Arizona","https://www.mountainproject.com/route/105832689/sparky-and-the-firedog",2.9,"Trad","5.10a",1,85,35.03049,-111.73199,"Initially easy scrambling leads to a sort of headwall. Get in some gear and pull up and over the bulge to gain the nice corner system above. What was it one of my old partners used to say...continuously interesting.","Nuts~ small TCUs up to #2 Camalot size. A #.4 or #.5 will protect the bulgy crux.",28
"481",95553,"California Night","California Night Area > Mount Woodson > North San Diego County > San Diego County > California","https://www.mountainproject.com/route/105837467/california-night",3.1,"Trad, TR, Boulder","5.11b V2",1,15,33.00489,-116.96658,"This sterling route climbs a steep finger crack for about 15 feet.  A couple of good ring locks lead to a typical Woodson top-out crux.  Those comfortable at the grade can easily boulder this~ otherwise for the rest of us two bolts at the top provide an anchor for this classic problem.","Two bolts for TR",22
"482",81666,"Awesome","Shotgun Alley > Saint George > Utah","https://www.mountainproject.com/route/106851160/awesome",1.7,"Sport","5.9",1,25,37.1709,-113.714,"Mini-route that follows a line just to the right of a prominent arete.","2 bolts to 2 anchor bolts",15
"483",76489,"Regular Route","Slick Rock > McCall Area > West Idaho > Idaho","https://www.mountainproject.com/route/106012865/regular-route",3.2,"Trad","5.6",8,1000,44.95018,-115.94934,"Can be pitched out however you want. I've done it in 10 pitches and I've also done it in 6 with a 70m rope to it's full capacity on every pitch.","What rack you take depends on you experience.  I now take singles in .5bd up to #4 tech friend~ a set of nuts~ and a few smaller cams.  If not super solid on 5.6 or on building anchors in a vareity of situations I'd reccomend taking doubles. Runners really help with rope drag on full rope length pitches.",45
"484",79626,"Day Dreaming","Eagle Point Buttress > Northern Gorge > Red River Gorge > Kentucky","https://www.mountainproject.com/route/105917914/day-dreaming",3.5,"Trad","5.9+",1,80,37.82621,-83.5621,"A quality route that deserves more attention than it gets~ but certainly is not a long one~ considering the height of this crag~ the tallest in the red.  Unfortunately~ not of the lines are really continuous to the top~ making this still among the better lines around.    Climb the nice corner and crack to fixed gear about 25 meters up and lower.","A standard light rack.",13
"485",99408,"Black Arrow","Dry Creek Spire > Dry Creek Spires > Dry Creek Road Area > West Sedona > Sedona Area > Northern Arizona > Arizona","https://www.mountainproject.com/route/107209412/black-arrow",2.8,"Trad","5.10",4,330,34.88686,-111.81319,"P1: (5.9) A short pitch.  Climb up and left past a couple bolts to the limestone band.  Place a small-ish piece~ the up and left to a bolted belay.      P2: (5.10) Up and left to a hand crack.  Up the crack to a bulge with a finger crack.  Climb this (crux) to a nice crack above~ then slightly left to a bolted belay.    P3: (5.9/5.10) Continue up a nice hand crack to a roof.  Traverse left under the roof to a bolt~ which protects a reachy move (maybe height dependant?) then up & left to a bolted anchor.      P4: (5.10-) Work up and right through a crack~ then left to a bolt~ then up to a bolted belay.","A few small cams~ doubles through #3 camalot~ slings & a couple quickdraws.",17
"486",102685,"Rave On","Mall Wall > The Pit (aka Le Petit Verdon) > Flagstaff Area > Northern Arizona > Arizona","https://www.mountainproject.com/route/105926744/rave-on",2.2,"Sport","5.10c",1,90,35.12909,-111.59666,"Balancy moves up beautiful pink and black limestone lead to a first set of anchors about 30 feet up. The second pitch connects a series of broken ledges and is considerably easier (5.8-ish)~ but still enjoyable and worth doing. Long and fun with excellent rock.","3 bolts to Fixe rings~ 4 more bolts to rings at top. Easy runout between lower anchors and the next bolt.     Use a 60m rope and/or rap twice to be safe.",73
"487",27752,"Pirates of the Carabiner","Pirate's Wall > El Rito Sport Area > El Rito > New Mexico","https://www.mountainproject.com/route/113457878/pirates-of-the-carabiner",3,"Sport","5.10a",1,70,36.39247,-106.19592,"Head up just left of the water groove/crack/channel for two bolts. Cross into the groove on good pockets for two more bolts and a less steep middle section. You can catch a no-hands rest in the middle to recover for the pumpy upper half. Climb steeper rock on some great cobbles and smaller three-finger pockets to a tricky section just below and to the anchors.","8 bolts to a two-bolt anchor with chains and lowering carabiners.",32
"488",73602,"Stifflers Stiffy","Coal Pit Buttress > Little Cottonwood Canyon > Wasatch Range > Utah","https://www.mountainproject.com/route/105831434/stifflers-stiffy",3.3,"Trad","5.11b",1,60,40.5685,-111.73617,"The 3rd pitch var. to Stifflers Mom~ Try to refrain from climbing the nice flake on the 3rd pitch of Stifflers and shuffle out left. The bolt line is obvious.    Continue up Stifflers~ or descend via~ 3 single rope raps to the ground.","Draws~ #1 camalot or .75 camalot~ small stoppers for the top.",37
"489",36741,"Picnic Crack Right","Picnic Area > Interstate State Park > Wisconsin","https://www.mountainproject.com/route/106171674/picnic-crack-right",2.6,"Trad, TR","5.8+",1,40,45.3994,-92.6495,"This route starts in the prominent right leaning crack at the bottom.  Climb this until about mid height then traverse left under the roof to obtain the crack and face that will let you pass to the top.","Medium to large gear.",13
"490",101611,"Blockbuster","Stumbling Blocks > Malibu Creek State Park > Santa Monica Mountains > Los Angeles Basin > California","https://www.mountainproject.com/route/106239457/blockbuster",2.5,"Sport","5.11a",1,50,34.09602,-118.73011,"Fun~ consistent climbing at the grade; follows jugs up a right-leaning arête~ on a slightly past-vertical wall.    Begin on the face below a right-leaning arête and work up and left through some pockets~ passing two bolts~ getting to the arête sooner than later. Then just follow the arête up right past a few more bolts to the anchors. There are some hidden jugs on the other side of the arête that youre going to want to find. A little pumpy due to the steepness~ but there are no moves difficult for the grade. Ignore a large percentage of the chalked pockets on the face to your right~ theyre for an eliminate that follows the line without using the arête (New Release 5.12-)","5 bolts to one open shut and one carabiner",30
"491",80113,"Janet Jackson","Post Wall > Q'Emilin Park > North Idaho > Idaho","https://www.mountainproject.com/route/108130562/janet-jackson",2.5,"Sport","5.10b",1,60,47.70358,-116.95771,"A one move wonder route. Climb up past 2 bolts to the roof.  Pull over the roof and up the face beyond to the top.  Doesn't get climbed enough so the upper face has quite a bit of lichen on it~ although it is really easy climbing up there.  The roof isn't nearly as hard as it looks especially if you throw in a good heel hook.","7 bolts to anchors",17
"492",29238,"Tonsai Playboy","Main Wall (Babes in Thailand Area) > Tonsai Beach (Freedom Bar Area) > Tonsai Bay > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International","https://www.mountainproject.com/route/105925305/tonsai-playboy",3.7,"Sport","5.12a",1,50,8.01672,98.83442,"This is really a ""Roof Route"" but for the sake of organization~ we'll call it the left most route on the ""Main Wall.""      This route shares the bouldery start~ but no bolts~ with ""Cafe Andaman.""  It is just to the right of CA~ goes straight up for two bolts~ traverses right for 20 feet~ then tackles a 15 foot~ nearly horizontal roof of gigantic holds.  Absolutely fantastic!  F7a.","bolts~ often project draws in situ.",24
